,text,annoations
13,"Formations 2019 Master en Business Analytics et Big Data 2020 Faculté des Sciences et Techniques, Settat 2018 Licence en Systèmes d'Information et Ingénierie Décisionnelle 2019 Faculté des Sciences et Techniques, Settat 2010 DTS en Techniques de Développement Informatique 2012 ISTA Roches Noires, Casablanca 2006 Baccalauréat - Sciences Expérimentales 2007 Lycée Ibnou Chouhaid, Casablanca","[(62, 96, 'INSTITUT'), (98, 104, 'LOC'), (380, 390, 'LOC'), (57, 61, 'DATE'), (213, 219, 'LOC'), (105, 109, 'DATE'), (220, 224, 'DATE'), (353, 357, 'DATE'), (273, 277, 'DATE'), (309, 313, 'DATE'), (172, 176, 'DATE'), (11, 15, 'DATE'), (16, 56, 'DIPLOMA'), (110, 171, 'DIPLOMA'), (225, 272, 'DIPLOMA'), (314, 352, 'DIPLOMA'), (177, 211, 'INSTITUT'), (278, 296, 'INSTITUT'), (358, 378, 'INSTITUT'), (298, 308, 'LOC')]"
14,"FORMATION 2014-2017 Cycle d'ingénieur en Génie industriel à l'Ecole d'Ingénieurs de L'Université MUNDIAPOLIS, Casablanca. 2012-2014 Classes préparatoires intégrées en Informatique, Electronique Et Automatique à l'Ecole d'Ingénieurs de L'Université MUNDIAPOLIS, Casablanca. 201 1-2012 Baccalauréat en sciences vie et terre Lycée HASSAN II, DEROUA, MAROC.","[(110, 120, 'LOC'), (261, 271, 'LOC'), (339, 345, 'LOC'), (347, 352, 'LOC'), (10, 19, 'DATE'), (122, 131, 'DATE'), (273, 283, 'DATE'), (20, 57, 'DIPLOMA'), (132, 208, 'DIPLOMA'), (284, 321, 'DIPLOMA'), (322, 337, 'INSTITUT'), (211, 259, 'INSTITUT'), (60, 108, 'INSTITUT')]"
15,Diplômes et Formations Master 2 en Management des systèmes d'information Faculté des sciences et techniques Settat De septembre 2011 à août 2013 Licence MIAGE Université de Toulouse 1 Capitole Casablanca De septembre 2010 à août 2011 Baccalauréat scienti que Lycèe Moulay Idriss 1er Casablanca D'août 2007 à août 2008,"[(73, 107, 'INSTITUT'), (108, 114, 'LOC'), (193, 203, 'LOC'), (23, 72, 'DIPLOMA'), (207, 233, 'DATE'), (118, 144, 'DATE'), (296, 317, 'DATE'), (234, 258, 'DIPLOMA'), (145, 158, 'DIPLOMA'), (159, 192, 'INSTITUT'), (259, 282, 'INSTITUT'), (283, 293, 'LOC')]"
16,Formations Novembre 2014 IBM Africa Technical Academy Formation Big Data Specialist 2007 INSA Lyon Mastère Spécialisé en Ingénierie Management des Systèmes d'Information 2005 IGA Ingénierie des Systèmes et Réseaux Informatique,"[(89, 93, 'INSTITUT'), (94, 98, 'LOC'), (20, 24, 'DATE'), (170, 174, 'DATE'), (84, 88, 'DATE'), (25, 53, 'INSTITUT'), (175, 178, 'INSTITUT'), (54, 83, 'DIPLOMA'), (99, 169, 'DIPLOMA'), (179, 226, 'DIPLOMA')]"
17,"FORMATIONS 2014-2017 Ingénieur d'État Électronique et système embarqué Académie Internationale Mohammed VI de l'Aviation Civile, Casablanca 2012-2014 Classes Préparatoires aux Grandes Ecoles d'ingénieurs- TSI CPGE Mohammed V , Beni-Mellal 2011-2012 Baccalauréat Sciences et Technologies Electriques mention T. Bien Lycée technique Mohammed V, Beni-Mellal","[(71, 127, 'INSTITUT'), (129, 139, 'LOC'), (11, 20, 'DATE'), (140, 149, 'DATE'), (239, 248, 'DATE'), (21, 70, 'DIPLOMA'), (150, 208, 'DIPLOMA'), (249, 298, 'DIPLOMA'), (209, 224, 'INSTITUT'), (315, 341, 'INSTITUT'), (227, 238, 'LOC'), (343, 354, 'LOC')]"
18,"FORMATIONS 201 5 2017 DIPLÔME DE TECHNICIEN SPÉCIALISÉ EN DÉVELOPPEMENT INFORMATIQUE A L'ISGI OFPPT CASABLANCA 2016 CERTIFICATION PROFESSIONNELLE DE MICROSOFT EN HTML5, CSS3, JAVASCRIPT 2014 2015 BACHELIER EN SCIENCES EXPÉRIMENTALES OPTION SVT MENTION A.B","[(87, 99, 'INSTITUT'), (100, 110, 'LOC'), (11, 21, 'DATE'), (111, 115, 'DATE'), (186, 195, 'DATE'), (22, 84, 'DIPLOMA'), (196, 255, 'DIPLOMA'), (116, 185, 'DIPLOMA')]"
19,De 2013 à 2015 Technicien spécialisé en Systèmes et Réseaux Informatiques Bac+2 Institut Professionnel D'Informatique Allal Ben Abdellah IPIAB Rabat De 2011 à 2013 2ème année Licence Sciences de la matière physique Faculté des Sciences de Rabat FSR Rabat Juin 2011 Baccalauréat scienti que Lycée Dar Essalam Rabat Option Physique chimie,"[(143, 148, 'LOC'), (3, 14, 'DATE'), (152, 163, 'DATE'), (255, 264, 'DATE'), (80, 142, 'INSTITUT'), (215, 235, 'INSTITUT'), (245, 254, 'INSTITUT'), (290, 313, 'INSTITUT'), (15, 79, 'DIPLOMA'), (164, 214, 'DIPLOMA'), (314, 336, 'DIPLOMA'), (265, 289, 'DIPLOMA'), (239, 244, 'LOC')]"
20,"FORMATION 2018 Ingénieur informatique et réseaux EMSI Rabat Ce diplôme a pour objectif de former des Ingénieurs polyvalents dans les domaines du génie informatique, tout en alliant l'esprit d'analyse et de conception à celui de la mise en uvre et de la réalisation. 2012 Université Moulay Ismail, Meknès Première année filière MI Math-Info 2011 Baccalauréat lycée Hassan 2, Midelt Bac option physique chimie, mention assez bien","[(49, 53, 'INSTITUT'), (54, 59, 'LOC'), (297, 303, 'LOC'), (10, 14, 'DATE'), (340, 344, 'DATE'), (266, 270, 'DATE'), (15, 48, 'DIPLOMA'), (304, 339, 'DIPLOMA'), (345, 357, 'DIPLOMA'), (381, 407, 'DIPLOMA'), (271, 295, 'INSTITUT'), (358, 372, 'INSTITUT'), (374, 380, 'LOC')]"
21,FORMATIONS Juin - Juillet 2018 Formation BNP Paribas Capgemini Campus COBOL MainFrame BNPP Decembre - Formation JAVA Web4Jobs Mars 2018 Formation Full Stack Java JEE 2013 2017 Ecole Marocaine des Sciences de L'Ingénieur EMSI Marrakech Ingénierie des Automatismes et Informatique Industrielle IAII 2011 2013 CPGE Koutoubia Prépas Marrakech Option Math Sup Spé 2010 2011 Lycée Ariha Marrakech. Baccalauréat Science Physique.,"[(11, 30, 'DATE'), (166, 175, 'DATE'), (297, 306, 'DATE'), (359, 368, 'DATE'), (91, 99, 'DATE'), (41, 62, 'INSTITUT'), (63, 90, 'DIPLOMA'), (102, 116, 'DIPLOMA'), (136, 165, 'DIPLOMA'), (235, 296, 'DIPLOMA'), (339, 358, 'DIPLOMA'), (392, 421, 'DIPLOMA'), (307, 328, 'INSTITUT'), (369, 380, 'INSTITUT'), (176, 224, 'INSTITUT'), (117, 125, 'INSTITUT'), (225, 234, 'LOC'), (329, 338, 'LOC'), (381, 390, 'LOC'), (126, 135, 'DATE')]"
22,Formation FACULTE DES SCIENCES MEKNES 2014 2018 Cycle doctoral. Spécialité Informatique. ENSEM CASABLANCA 2011 2014 Cycle d'Ingénieur d'État. Spécialité Génie Informatique. Lycée Moulay Idriss Fès 2009 2011 Classes préparatoires aux grandes écoles. Option PCSI PSI. L'ycée Moulay Idriss Fès Juin 2009 Obtention du baccalauréat. Série Science mathématique B,"[(10, 37, 'INSTITUT'), (38, 47, 'DATE'), (197, 206, 'DATE'), (106, 115, 'DATE'), (291, 300, 'DATE'), (173, 192, 'INSTITUT'), (48, 87, 'DIPLOMA'), (116, 171, 'DIPLOMA'), (207, 264, 'DIPLOMA'), (314, 356, 'DIPLOMA'), (193, 196, 'LOC'), (287, 290, 'LOC'), (95, 105, 'LOC'), (89, 94, 'INSTITUT'), (266, 286, 'INSTITUT')]"
23,FORMATIONS DE 2014 À 2016 MASTER EN SÉCURITÉ DES SYSTÈMES D'INFORMATION ECOLE NATIONALE DES SCIENCES APPLIQUÉES - KÉNITRA DE 2011 À 2014 LICENCE EN SCIENCES MATHÉMATIQUES ET INFORMATIQUE FACULTÉ DES SCIENCES BEN M SIK - CASABLANCA DE 2011 À 2014 BACCALAURÉAT EN SCIENCES PHYSIQUES ET CHIMIE LYCÉE AL BOUSTANE - CASABLANCA,"[(72, 111, 'INSTITUT'), (114, 121, 'LOC'), (220, 230, 'LOC'), (311, 321, 'LOC'), (14, 25, 'DATE'), (125, 136, 'DATE'), (234, 245, 'DATE'), (26, 71, 'DIPLOMA'), (137, 186, 'DIPLOMA'), (246, 290, 'DIPLOMA'), (291, 308, 'INSTITUT'), (187, 217, 'INSTITUT')]"
24,"Formation 2015 - 2017 Master Spécialisé d'état en management des systèmes d'information, AbdelMalek Essa di University, Tetouan.","[(89, 118, 'INSTITUT'), (120, 127, 'LOC'), (10, 21, 'DATE'), (22, 87, 'DIPLOMA')]"
25,"FORMATION 2007 - 2010 Diplôme d'Ingénieur d'Etat, Génie Informatique, Option Qualité du Logiciel Oujda, Maroc Ecole Nationale des Sciences Appliquées 2005 - 2007 Diplôme Universitaire de Technologie, Génie Informatique, Option Génie Oujda, Maroc Logiciel Ecole Supérieure de Technologie","[(110, 149, 'INSTITUT'), (10, 21, 'DATE'), (150, 161, 'DATE'), (22, 96, 'DIPLOMA'), (162, 218, 'DIPLOMA'), (97, 109, 'LOC'), (233, 245, 'LOC'), (255, 286, 'INSTITUT')]"
26,"FORMATION Mars 2020 Certification ISTQB Formation 2014 - 2017 Diplôme d'ingénieur de génie informatique Fès, Maroc Faculté des Sciences de l'Ingénieur UPF 2011 - 2013 Diplôme de TS en développement informatique Fès, Maroc Institut Spécialise de Technologie Appliquée 2011 Diplôme du Baccalauréat en Sciences physiques Fès, Maroc Lycée Omega sciences","[(104, 114, 'LOC'), (115, 154, 'INSTITUT'), (10, 19, 'DATE'), (50, 61, 'DATE'), (155, 166, 'DATE'), (267, 271, 'DATE'), (20, 49, 'DIPLOMA'), (62, 103, 'DIPLOMA'), (167, 210, 'DIPLOMA'), (272, 317, 'DIPLOMA'), (222, 266, 'INSTITUT'), (329, 349, 'INSTITUT'), (211, 221, 'LOC'), (318, 328, 'LOC')]"
27,Education UX UI Design Global Course Lynda.com - 2017 Masters degree in Networks Telecommunications University of Western Brittany - France 2009 - 2014 Bachelor in Experimental Sciences El Manal Institute 2006 - 2007,"[(37, 46, 'INSTITUT'), (100, 130, 'INSTITUT'), (133, 139, 'LOC'), (10, 36, 'DIPLOMA'), (54, 99, 'DIPLOMA'), (152, 185, 'DIPLOMA'), (186, 204, 'INSTITUT'), (205, 216, 'DATE'), (140, 151, 'DATE'), (49, 53, 'DATE')]"
28,Institut Spécialisé en Technologie Appliqué - Guercif 2011 - 2013 DUT GENIE INFORMATIQUE Ecole Supérieure de Technologie - Oujda,"[(0, 43, 'INSTITUT'), (123, 128, 'LOC'), (46, 53, 'LOC'), (54, 65, 'DATE'), (89, 120, 'INSTITUT'), (66, 88, 'DIPLOMA')]"
29,FORMATIONS 2018 - 2020 MASTER EN INGENIERIE DU LOGICIEL ECOLE SUPÉRIEURE DES HAUTES ETUDES EN TECHNOLOGIE DE L'INFORMATION ET DE LA COMMUNICATION - CASABLANCA 2016 - 2017 LICENCE PROFESSIONNELLE INFORMATIQUE ECOLE SUPÉRIEURE DE TECHNOLOGIE - OUJDA 2014 - 2016 DTS GESTION DES ENTREPRISES,"[(56, 145, 'INSTITUT'), (148, 158, 'LOC'), (208, 239, 'INSTITUT'), (242, 247, 'LOC'), (11, 22, 'DATE'), (159, 170, 'DATE'), (248, 259, 'DATE'), (23, 55, 'DIPLOMA'), (171, 207, 'DIPLOMA'), (260, 287, 'DIPLOMA')]"
30,FORMATIONS 2010 - 2013 Diplôme d'Ingénieur d'état Ecole Nationale des Sciences Appliquées ENSA de Tétouan Filière Génie Informatique Option Systèmes d'information Mention Bien Diplôme Universitaire de Technologie 2008 - 2010 Ecole Supérieure de Technologie EST de Meknès Filière Génie Informatique Option Génie Logiciel Mention Bien,"[(50, 94, 'INSTITUT'), (11, 22, 'DATE'), (213, 224, 'DATE'), (23, 49, 'DIPLOMA'), (106, 162, 'DIPLOMA'), (176, 212, 'DIPLOMA'), (271, 319, 'DIPLOMA'), (225, 260, 'INSTITUT'), (98, 105, 'LOC'), (264, 270, 'LOC')]"
31,"FORMATION 2020-2021 Master ingénierie des systèmes, Reseaux et Sécurité informatique Rabat - Maroc Fst settat 2019-2020 Licence d'e ingénierie des bases de données Kenitra - Maroc Université ibno tofail 2014-2016 Diplôme de technicien spécialisé en Systèmes et Réseau informatique Rabat - Maroc C.Y.M Yacoub el Mansour 2013-2014 Baccalauréat Sciences agronomiques Ouled Teima - Maroc Lycéé agricole","[(85, 98, 'LOC'), (164, 179, 'LOC'), (281, 294, 'LOC'), (10, 19, 'DATE'), (203, 212, 'DATE'), (110, 119, 'DATE'), (319, 328, 'DATE'), (20, 84, 'DIPLOMA'), (120, 163, 'DIPLOMA'), (213, 280, 'DIPLOMA'), (329, 363, 'DIPLOMA'), (364, 383, 'LOC'), (180, 202, 'INSTITUT'), (295, 318, 'INSTITUT'), (99, 109, 'INSTITUT'), (384, 398, 'INSTITUT')]"
32,"FORMATIONS INPT 2016 2019 Cycle d'ingénieur en dévelopement web, mobile et décisionnel CPGE CHARIF EL IDRISSI 2014 2016 Classes préparatoires aux grandes écoles MPSI MP LYCEE AL-WAHDA 2011 2014 Baccalauréat en sciences mathématiques A RPA UiPath Certifications UiPath Academy Test automation using HPE UFT Selenium Lynda Intelligence Artificielle Coursera","[(87, 109, 'INSTITUT'), (16, 25, 'DATE'), (110, 119, 'DATE'), (184, 193, 'DATE'), (26, 86, 'DIPLOMA'), (120, 168, 'DIPLOMA'), (194, 234, 'DIPLOMA'), (169, 183, 'INSTITUT'), (11, 15, 'INSTITUT')]"
33,FORMATION TECHNIQUES DE DEVELOPPEMENT INFORMATIQUE COMPLEXE DE FORMATION HAY NAHDA RABAT 2012-2014 BACCALAUREAT SCIENCE PHYSIQUE LECY AL QODS CHEMAIA 2011-2012,"[(83, 88, 'LOC'), (150, 159, 'DATE'), (89, 98, 'DATE'), (10, 50, 'DIPLOMA'), (99, 128, 'DIPLOMA'), (129, 141, 'INSTITUT'), (51, 82, 'INSTITUT'), (142, 149, 'LOC')]"
34,"FORMATIONS MASTER Management des Systèmes d'Informations et 2015 2017 MultiMedia Université Abdelmalek Esaadi LICENCE, Métier du Net 2014 - 2015 Université Abdelmalek Esaadi DIPL ME UNIVERSITAIRE TECHNOLOGIE ECOLE SUPERIEURE DE 2013 - 2014 TECHNOLOGIE Université Moulay Ismail Génie Informatique, Option Génie Logiciel. 2011 - 2012 BACCALAUREAT Science physiques Chimie.","[(81, 109, 'INSTITUT'), (145, 173, 'INSTITUT'), (252, 276, 'INSTITUT'), (60, 69, 'DATE'), (133, 144, 'DATE'), (320, 331, 'DATE'), (228, 239, 'DATE'), (11, 56, 'DIPLOMA'), (110, 132, 'DIPLOMA'), (174, 207, 'DIPLOMA'), (277, 318, 'DIPLOMA'), (332, 369, 'DIPLOMA'), (208, 224, 'INSTITUT')]"
35,CURSUS ACADEMIQUE 2019-2020 en cours.... MASTER1 MIAGE Méthodes informatiques appliquées à la gestion d'entreprise 2018-2019 LICENCE MIAGE Méthodes informatiques appliquées à la gestion d'entreprise 2016-2018 PRÉPA INTEGRÉ EN INGÉNIEURIE DES SYSTÈMES INFORMATIQUES 2015-2016 BACCALAURÉAT SCIENTIFIQUE,"[(18, 27, 'DATE'), (28, 36, 'DATE'), (265, 274, 'DATE'), (199, 208, 'DATE'), (115, 124, 'DATE'), (41, 114, 'DIPLOMA'), (125, 198, 'DIPLOMA'), (209, 264, 'DIPLOMA'), (275, 300, 'DIPLOMA')]"
36,FORMATIONS 5ÈME ANNÉE BAC+5 MASTER II SUPINFO CASABLANCA MAROC NOVEMBRE 2010 À FÉVRIER 2011 4ÈME BAC+4 MASTER I SUPINFO CASABLANCA MAROC NOVEMBRE 2009 À SEPTEMBRE 2010 3ÈME ANNÉEE BAC+3 SUPINFO CASABLANCA MAROC OCTOBRE 2008 À AOÛT 2009 3ÈME ANNÉE BAC+3 DIPLÔME D'ANALYSTE PROGRAMMEUR INSTITUT AFRICAIN D'INFORMATIQUE IAI-CAMEROUN OCTOBRE 2007 À JUILLET 2008 2ÈME ANNÉE BAC+2 DIPLÔME DE TECHNICIEN SUPÉRIEUR INSTITUT AFRICAIN D'INFORMATIQUE IAI-CAMEROUN OCTOBRE 2006 À JUIN 2007 1ÈRE ANNÉE INSTITUT AFRICIAN D'INFORMATIQUE IAI-CAMEROUN OCTOBRE 2005 À MAI 2006 BACCALAURÉAT S MENTION BIEN ECOLE SUPÉRIEUR D'INFORMATIQUE ET DE GESTION OCTOBRE 2002 À JUIN 2003,"[(38, 45, 'INSTITUT'), (46, 62, 'LOC'), (112, 119, 'INSTITUT'), (120, 136, 'LOC'), (11, 37, 'DIPLOMA'), (63, 91, 'DATE'), (137, 167, 'DATE'), (453, 477, 'DATE'), (632, 656, 'DATE'), (211, 235, 'DATE'), (330, 357, 'DATE'), (92, 109, 'DIPLOMA'), (168, 185, 'DIPLOMA'), (236, 283, 'DIPLOMA'), (358, 406, 'DIPLOMA'), (478, 488, 'DIPLOMA'), (559, 573, 'DIPLOMA'), (587, 631, 'INSTITUT'), (489, 525, 'INSTITUT'), (407, 443, 'INSTITUT'), (284, 320, 'INSTITUT'), (186, 193, 'INSTITUT'), (526, 534, 'LOC'), (444, 452, 'LOC'), (321, 329, 'LOC'), (194, 210, 'LOC'), (535, 558, 'DATE')]"
37,"EDUCATION Formation Java JEE INTI Formation 09 2019 - 12 2019, Ingénieur d'état en génie industriel ESITH 09 2012 - 07 2015, CASABLANCA, MAROC Classes préparatoires Maths SUP-SPE Lycée Technique 09 2010 - 06 2012, MOHAMMEDIA, MAROC","[(0, 9, 'INSTITUT'), (100, 105, 'INSTITUT'), (125, 142, 'DIPLOMA'), (44, 61, 'DATE'), (195, 212, 'DATE'), (106, 123, 'DATE'), (214, 231, 'LOC'), (10, 28, 'DIPLOMA'), (63, 99, 'DIPLOMA'), (143, 178, 'DIPLOMA'), (179, 194, 'INSTITUT'), (29, 43, 'INSTITUT')]"
38,EDUCATION MASTER M2 SYSTÈME D'INFORMATION ERP Faculté des Sciences Techniques Settat 2017-2019 Expert ERP DATA Sciences Big Data INFORMATION DATA ENGINEER Ecole des Sciences de l'information 2007-2012 - Rabat Sciences de l'information Communication DATA SCIENCES BAC EN SCIENCES HUMAINS MENTION BIEN AL Massira 2007 - Agadir,"[(46, 77, 'INSTITUT'), (78, 84, 'LOC'), (203, 208, 'LOC'), (318, 324, 'LOC'), (10, 41, 'DIPLOMA'), (106, 154, 'DIPLOMA'), (155, 190, 'INSTITUT'), (300, 310, 'INSTITUT'), (191, 200, 'DATE'), (85, 94, 'DATE'), (311, 315, 'DATE'), (209, 262, 'DIPLOMA'), (263, 286, 'DIPLOMA')]"
39,FORMATIONS 10 11 -10-2018 BUSINESS INTELLIGENCE JUIN-2018 FORMATION MICROSOFT BI 10 11 -07-2018 FORMATION PROJECT MANAGEMENT,"[(11, 25, 'DATE'), (26, 47, 'DIPLOMA'), (58, 80, 'DIPLOMA'), (96, 124, 'DIPLOMA'), (48, 57, 'DATE'), (81, 95, 'DATE')]"
40,EDUCATION Master universitaire spécialisé système d'information Business intelligence FST SETTAT 09 2015 06 2016 Cycle d'ingénieur MIAGE Méthode informatique Appliquer à la gestion des entreprises EMSI CASABLNCA 10 2009 07 2014 Bac physique chimie lycées ibno Yasmine Casablanca 09 2009 06 2010,"[(268, 278, 'LOC'), (212, 227, 'DATE'), (279, 294, 'DATE'), (97, 112, 'DATE'), (90, 96, 'LOC'), (86, 89, 'INSTITUT'), (197, 201, 'INSTITUT'), (202, 211, 'LOC'), (10, 85, 'DIPLOMA'), (113, 196, 'DIPLOMA'), (228, 247, 'DIPLOMA'), (248, 267, 'INSTITUT')]"
