,text,annoations
16,Certifications Formation - Certified Scrum Master Agile Method - ITIL v3 ITILv2 Certificate - SAP Certified Technology Associate - System Administration - Microsoft Certified IT Professional MCITP - Formation CISA ISACA - Certifié Coach de Développement Personnel,"[(27, 62, 'DIPLOMA'), (199, 219, 'DIPLOMA'), (222, 263, 'DIPLOMA'), (155, 196, 'DIPLOMA'), (131, 152, 'DIPLOMA'), (94, 128, 'DIPLOMA'), (65, 91, 'DIPLOMA')]"
17,"CERTIFICATIONS iOS App Development with Swift Specialization Févr 2019 Master Swift, conception des interactions élégantes et des applications iOS entièrement fonctionnelles App Design and Development for iOS Autorité de certification University of Toronto Swift Niveau 2 Novembre 2018 Concepts Swift avancés tels que les options, les classes et les méthodes, ainsi que les techniques Xcode telles que la mise en page automatique et l'utilisation des éléments de l'interface utilisateur. Autorité de certification Cambridge Certification Authority Swift Niveau 1 Novembre 2018 Connaissance de base de Swift, y compris les variables, les tableaux, les dictionnaires, les boucles, les instructions if et la syntaxe Swift générale. Autorité de certification Cambridge Certification Authority IBM Blockchain Foundation Developer Décembre 2017 Connaissance approfondie des concepts de blockchain, tels que smart contracts, ledgers, business networks, participants et Hyperledger Composer. Autorité de certification IBM","[(15, 60, 'DIPLOMA'), (61, 70, 'DATE'), (272, 285, 'DATE'), (563, 576, 'DATE'), (825, 838, 'DATE'), (257, 271, 'DIPLOMA'), (548, 562, 'DIPLOMA'), (789, 824, 'DIPLOMA'), (235, 256, 'INSTITUT'), (514, 523, 'INSTITUT'), (755, 764, 'INSTITUT'), (1010, 1013, 'INSTITUT')]"
18,Certifications Réseaux CCNA R S Firewaling NSE4 ITIL V3 en cours,"[(23, 27, 'DIPLOMA'), (28, 42, 'DIPLOMA'), (43, 47, 'DIPLOMA'), (48, 55, 'DIPLOMA')]"
19,"Certification Oracle Certified associate, Java SE 8 Programmer","[(14, 62, 'DIPLOMA')]"
20,"complémentaires Attestation de Formation Cisco Certified Network Associate CCNA. Formation Symantec backup exec 2012 Ib-Maroc Rabat. Formation Microsoft Windows 7 , Windows server 2008 R2, Windows Server 2012,Private Cloud, Ib- Maroc Rabat.","[(41, 79, 'DIPLOMA'), (81, 111, 'DIPLOMA'), (133, 222, 'DIPLOMA'), (120, 131, 'LOC'), (228, 239, 'LOC'), (112, 116, 'DATE')]"
21,Organisation Certification ISO Management 9001 du processus CIMR de qualité 9mois de liquidation d une AMOA retraite,"[(27, 75, 'DIPLOMA')]"
22,o Certifications IBM - Business Intelligence Analyst - Explorer Award for Students 2016 Date de la certificationmai 2017 juin 2017 Licence 6043-1496-7473-6264 IBM - Business Intelligence Analyst - Mastery Award for Students 2016 Date de la certificationmai 2017 juin 2017 Licence 6043-1496-7473-6264,"[(23, 52, 'DIPLOMA'), (55, 82, 'DIPLOMA'), (165, 194, 'DIPLOMA'), (197, 223, 'DIPLOMA'), (83, 87, 'DATE'), (224, 228, 'DATE'), (116, 130, 'DATE'), (257, 271, 'DATE'), (17, 20, 'INSTITUT'), (159, 162, 'INSTITUT')]"
23,CERTIFICATIONS PROFESSIONNEL CERTIFIÉ Microsoft Mai 2018 Développeur certifié en solutions Microsoft App Builder Associé certifié en solutions Microsoft Applications Web Requêtes Microsoft SQL Server 2012/2014 Février 2017 Programmation en HTML5 avec JavaScript et CSS3,"[(48, 56, 'DATE'), (210, 222, 'DATE'), (200, 209, 'DATE'), (57, 112, 'DIPLOMA'), (113, 199, 'DIPLOMA'), (223, 269, 'DIPLOMA')]"
24,ITIL V3 INFORMATION TECHNOLOGY IN FRASTRUCTURE LIBRARY 2018 Certification ITIL Version 3 PSM1 PROFESSIONAL SCRUM MASTER 2018 Certification Scrum Master OCPJP ORACLE CERTIFIED PROFESSIONAL JAVA SE PROGRAMMER EN COURS Certification JAVA 1Z0-851,"[(8, 54, 'INSTITUT'), (55, 59, 'DATE'), (120, 124, 'DATE'), (0, 7, 'DIPLOMA'), (60, 88, 'DIPLOMA'), (89, 119, 'DIPLOMA'), (125, 151, 'DIPLOMA'), (152, 206, 'DIPLOMA'), (216, 234, 'DIPLOMA'), (207, 215, 'DATE')]"
25,Certifications Certified Remedy 7.6.04 Administrator Certified ITIL V3 Foundation Professional,"[(15, 31, 'DIPLOMA'), (53, 94, 'DIPLOMA')]"
26,CERTIFICATIONS Aout 2019 Professional Scrum Developer. Aout 2017 Google Certified Associate Android Developer Juin 2016 Oracle Certified Professional Java SE Programmer 8. Avril 2016 Oracle Certified Associate Java SE Programmer 8.,"[(15, 24, 'DATE'), (55, 64, 'DATE'), (110, 119, 'DATE'), (172, 182, 'DATE'), (25, 53, 'DIPLOMA'), (65, 109, 'DIPLOMA'), (120, 170, 'DIPLOMA'), (183, 230, 'DIPLOMA')]"
27,"Certifications Cisco Certified Internetwork Expert Routing and Switching , CCIE 12133 ISC2 CISSP, Certified Information Systems Security Professional Palo Alto PCNSE. F5 ASM F5 LTM Essentials Bluecoat Certified System Professional Juniper Network Certified Internet Associate Citrix Certified Professional CISSP Training in London, UK. OSCP Training. Balabit certified.","[(15, 72, 'DIPLOMA'), (75, 79, 'DIPLOMA'), (86, 90, 'DIPLOMA'), (91, 96, 'DIPLOMA'), (98, 149, 'DIPLOMA'), (150, 165, 'DIPLOMA'), (167, 173, 'DIPLOMA'), (174, 191, 'DIPLOMA'), (192, 230, 'DIPLOMA'), (231, 275, 'DIPLOMA'), (276, 305, 'DIPLOMA'), (306, 320, 'DIPLOMA'), (324, 334, 'LOC'), (336, 349, 'DIPLOMA')]"
28,"CERTIFICATES Front-end development - FreeCodeCamp 2018 400 hour challenges of website and application development using HTML, CSS, Javascript and jQuery Front-end Web UI Frameworks and Tools Bootstrap 4 2018 Using HTML, CSS, NPM, Git and Bootstrap to create responsive websites Front-end JavaScript frameworks Angular 2018 Creating Single Application using Angular framework","[(37, 49, 'INSTITUT'), (13, 34, 'DIPLOMA'), (50, 54, 'DATE'), (203, 207, 'DATE'), (318, 322, 'DATE'), (153, 202, 'DIPLOMA'), (278, 317, 'DIPLOMA')]"
29,"CERTIFICATION MCPS sur HTML, CSS, JavaScript, JQuery 4 MCPS Sur SQL Server SoloLearn En PHP Openclassroom In SYMFONY, Information system React native. ","[(14, 54, 'DIPLOMA'), (55, 74, 'DIPLOMA'), (75, 91, 'DIPLOMA'), (92, 116, 'DIPLOMA'), (118, 149, 'DIPLOMA')]"
30,"Certifications F5 Networks F5 Certified Solution Expert, Security F5 Application Delivery Fundamentals F5 Certified Technology Specialist, BIG-IP Local Traffic Manager F5-CTS, BIG-IP DNS F5 TMOS Administration F5 Certified Technology Specialist, BIG-IP DNS F5-CTS, BIG-IP DNS","[(15, 26, 'DIPLOMA'), (27, 65, 'DIPLOMA'), (66, 102, 'DIPLOMA'), (103, 145, 'DIPLOMA'), (146, 186, 'DIPLOMA'), (187, 209, 'DIPLOMA'), (210, 275, 'DIPLOMA')]"
31,FORMATIONS COMPLEMENTAIRES ET CERTIFICATIONS 2015 - 2017 Microsoft Student Partner Microsoft Maroc Certifié o Participation à des Hackathons. o Accueil d'événements techniques dans plusieurs campus o Participation à des événements de formations exclusifs Microsoft,"[(45, 56, 'DATE'), (57, 82, 'DIPLOMA'), (83, 98, 'INSTITUT')]"
32,Autre certification PNL Diploma in Neuro-Linguistic Programming LANGUES.,"[(20, 51, 'DIPLOMA')]"
33,Certification ITIL Foundation V3,"[(14, 32, 'DIPLOMA')]"
34,"Certification ITIL Foundation V3 Microsoft Certified System Engineer MCP Windows 2008 Entreprise Administrator MCP Windows 2008 Serveur Administrator MCSE 2003 Microsoft Certified Systems Engineer MCSA 2003 Microsoft Certified Systems Administrator MCSA Messaging Microsoft Certified Systems Administrator Messaging. MCP Exchange 2003 Implementing and Managing Microsoft Exchange Server 2003 MCP Windows 2003 Implementing, Managing, and Maintaining a Microsoft Windows Server 2003 Network Infrastructure MCP Windows 2003 Managing and Maintaining Microsoft Windows Server 2003 MCP Windows XP Installing, Configuring and AdministeringMicrosoft Windows XP Cisco Certified Network Administrator. CCNA1 Networking Basics CCNA2 Routers and routing Basics","[(0, 32, 'DIPLOMA'), (33, 68, 'DIPLOMA'), (69, 110, 'DIPLOMA'), (111, 149, 'DIPLOMA'), (150, 196, 'DIPLOMA'), (197, 248, 'DIPLOMA'), (249, 315, 'DIPLOMA'), (317, 391, 'DIPLOMA'), (392, 503, 'DIPLOMA'), (504, 575, 'DIPLOMA'), (576, 652, 'DIPLOMA'), (653, 690, 'DIPLOMA'), (692, 748, 'DIPLOMA')]"
35,"CERTIFICATION ISTQB Certified Tester Fondation, Agile","[(14, 53, 'DIPLOMA')]"
36,"Formation et Certificat 2019 ITIL Foundation Certificate in IT Service Management 2015 Oracle Certified Professional, Java EE 5 Web Services Developer OCPJWSD 2012 Oracle Certified Web Component Developer OCWCD 2011 Oracle Certified Java Programmer OCJP 2007 - 2010 Ingénieur en informatique EMSI Bac+5","[(24, 28, 'DATE'), (254, 265, 'DATE'), (159, 163, 'DATE'), (82, 86, 'DATE'), (211, 215, 'DATE'), (29, 81, 'DIPLOMA'), (87, 158, 'DIPLOMA'), (164, 210, 'DIPLOMA'), (216, 253, 'DIPLOMA'), (266, 291, 'DIPLOMA'), (292, 296, 'INSTITUT')]"
37,"Certifications A4Q selenium tester foundation Certificate en cour de préparation PSM1 Professionnal scrum master I Certificate en cour de préparation ISTQB-CFTL Certified Tester Foundation Level SFPC Scrum Foundation Professional Certificate IBM Agiles partitionner advocate. IBM Mainframe Application Programmer COBOL Programming IBM Mainframe Application Programmer DB2 SQL Coding MCP.XP Certification Installation, configuration et administration de Microsoft Windows XP Professionnel. Certification Cisco CCNA version 4Discovery Réseaux domestiques et pour petites entreprises.","[(15, 57, 'DIPLOMA'), (81, 126, 'DIPLOMA'), (150, 194, 'DIPLOMA'), (195, 241, 'DIPLOMA'), (242, 274, 'DIPLOMA'), (276, 330, 'DIPLOMA'), (331, 382, 'DIPLOMA'), (383, 487, 'DIPLOMA'), (489, 580, 'DIPLOMA')]"
38,"Certifications PRINCE2 Foundation Certificate in Project Management Oracle Certified Associate, Java SE 8 Programmer Oracle Database 11g Program with PL/SQL","[(15, 67, 'DIPLOMA'), (68, 116, 'DIPLOMA'), (117, 156, 'DIPLOMA')]"
39,o Certifications - International Software Testing Qualifications Board ISTQB . - Cisco Certified Network Associate CCNA . - Habilitation à la négociation.,"[(19, 76, 'DIPLOMA'), (81, 119, 'DIPLOMA')]"
40,CERTIFICATIONS Juin-2020 SFPC SCRUM FOUNDATION PROFESSIONAL CERTIFICATE Avril-2019 NICE NICE Automation Advisor Certificate Octobre-2018 UIPATH RPA Developer Certificate Octobre-2018 WORKFUSION Automation Essentials Ao t-2018 UIPATH SAP Automation Training Juillet-2018 UIPATH RPA Solution Architect Training Juillet-2018 UIPATH RPA Advanced Training Juin-2018 UIPATH RPA Orchestrator Training Juin-2018 UIPATH RPA Foundation Training,"[(15, 24, 'DATE'), (124, 136, 'DATE'), (351, 360, 'DATE'), (72, 82, 'DATE'), (170, 182, 'DATE'), (309, 321, 'DATE'), (257, 269, 'DATE'), (216, 225, 'DATE'), (394, 403, 'DATE'), (83, 123, 'DIPLOMA'), (25, 29, 'INSTITUT'), (137, 143, 'INSTITUT'), (226, 232, 'INSTITUT'), (361, 367, 'INSTITUT'), (270, 276, 'INSTITUT'), (322, 328, 'INSTITUT'), (183, 193, 'INSTITUT'), (30, 71, 'DIPLOMA'), (144, 169, 'DIPLOMA'), (194, 215, 'DIPLOMA'), (233, 256, 'DIPLOMA'), (277, 308, 'DIPLOMA'), (329, 350, 'DIPLOMA'), (368, 393, 'DIPLOMA'), (411, 434, 'DIPLOMA'), (404, 410, 'INSTITUT')]"
41,"Formations Professionnelles Microsoft Certifier Professional JavaScript, HTML5 et CSS3 Développez des sites web avec Java EE Construisez des Microservices Spring boot CLA Programming Essentials in C Android Developer Track One Million Arab Coders","[(28, 86, 'DIPLOMA'), (87, 124, 'DIPLOMA'), (125, 166, 'DIPLOMA'), (167, 198, 'DIPLOMA'), (199, 246, 'DIPLOMA')]"
42,"FORMATIONS / CERTIFICATS Interaction Design Foundation Certificate Design Thinking 26 Décembre 2020 MSc en Marketing en Communication Grenoble Ecole de Management 2020 J'ai souhaité valider mon savoir faire / compétences sur le pilotage d'une activité dans le marketing digital gr ce au Diplôme Master 2 Marketing et communication dans le cadre d'une Validation des Acquis en Entreprise VAE . Ce diplôme valide mon expertise digitale de la mise en place d'une stratégie digitale orientation, plateforme, processus au pilotage des activités digitales, plan d'animations commerciales, SEM, SEA, SEO et campagnes e- mailing, reporting web analytics, dashboard, Stratégie digitale UX CX e-commerce SEM SEO SEA SMO Marketing Automation CRM Analytics plateforme Management Design Thinking Methodology Google Digital Garage Certificate Fundamentals of Digital Marketing 12 Novembre 2019 Linkedin learning Design UX La conduite de tests 27 mai 2019 Linkedin learning Design UX La création de scénarios et de storyboards 23 mai 2019 Linkedin learning Design thinking L'empathie 21 mai 2019 Linkedin learning Découvrir le design thinking 21 mai 2019 TRAINED PEOPLE DRUPALFRANCE Formation Drupal 8 2016 5 jours Institut Spécialisé de Technologie Appliquée DTS en Infographie et Design 2007 2009 2 ans Faculté des Sciences Juridiques, Economiques et Sociales Fès 1er année sciences économiques 2006 2007 1 an","[(55, 82, 'DIPLOMA'), (83, 99, 'DATE'), (100, 133, 'DIPLOMA'), (25, 54, 'INSTITUT'), (134, 162, 'INSTITUT'), (163, 167, 'DATE'), (863, 879, 'DATE'), (1012, 1023, 'DATE'), (1128, 1139, 'DATE'), (1274, 1283, 'DATE'), (1382, 1391, 'DATE'), (1290, 1346, 'INSTITUT'), (1200, 1244, 'INSTITUT'), (1187, 1191, 'DATE'), (1069, 1080, 'DATE'), (929, 940, 'DATE'), (1351, 1381, 'DIPLOMA'), (1245, 1273, 'DIPLOMA'), (1347, 1350, 'LOC'), (880, 928, 'DIPLOMA'), (941, 1011, 'DIPLOMA'), (1024, 1068, 'DIPLOMA'), (1081, 1127, 'DIPLOMA'), (1140, 1186, 'DIPLOMA'), (795, 862, 'DIPLOMA')]"
43,2018 Certificat International en Management du Bureau de Projets PMOC PMO Certified délivré par the ALLPMO Network des Etats Unis 2018 Certificat International en Méthode de Projets Agile Scrum Master délivré par The International Scrum Institue de la Suisse 2018 Certificat de Formation en Marketing Digital délivré par Forcinet 2016 Certificat International de Coach certifié en PNL délivré par The Society of NLP des USA et signé par le Dr. Richard Bandler Co-Créateur de la PNL 2016 Certificat International de MAITRE-PRATICIEN certifié en PNL délivré par The Society of NLP des USA et signé par le Dr. Richard Bandler Co-,"[(0, 4, 'DATE'), (130, 134, 'DATE'), (259, 263, 'DATE'), (330, 334, 'DATE'), (482, 486, 'DATE'), (135, 200, 'DIPLOMA'), (264, 308, 'DIPLOMA'), (335, 384, 'DIPLOMA'), (487, 547, 'DIPLOMA'), (5, 83, 'DIPLOMA'), (96, 129, 'INSTITUT'), (213, 258, 'INSTITUT'), (321, 329, 'INSTITUT'), (397, 423, 'INSTITUT'), (560, 586, 'INSTITUT')]"
44,CERTIFICATIONS FORMATIONS COMPLEMENTAIRES 2016 Certification Agile Scrum Master par International Scrum Institute Certification PRINCE2 Gestion de projet par AXELOS Certification ITIL Management des Systèmes d information par EXIN Certification M o R Management Of Risks par AXELOS En cours 2014 Cloud Computing 2013 Modélisation Business Process via Mega Architecture Application Performance Monitoring Admin user training par Dynatrace 2012 Application gestion de projet via MS Project EPM MS Enterprise Project Management 2011 Gestion de projet selon l approche du Project Management Institute PMI PMP 2010 Techniques d élaboration des plans de test selon la démarche du groupe SAFRAN L approche Qualité amélioration continue selon Lean Six Sigma 2009 Développement des applications en C++/ Analyse Conception selon l approche UML,"[(42, 46, 'DATE'), (291, 295, 'DATE'), (312, 316, 'DATE'), (438, 442, 'DATE'), (605, 609, 'DATE'), (750, 754, 'DATE'), (525, 529, 'DATE'), (282, 290, 'DATE'), (47, 79, 'DIPLOMA'), (114, 153, 'DIPLOMA'), (165, 221, 'DIPLOMA'), (231, 270, 'DIPLOMA'), (296, 311, 'DIPLOMA'), (356, 423, 'DIPLOMA'), (443, 487, 'DIPLOMA'), (488, 524, 'DIPLOMA'), (690, 749, 'DIPLOMA'), (755, 833, 'DIPLOMA'), (530, 604, 'DIPLOMA'), (610, 687, 'DIPLOMA'), (317, 355, 'DIPLOMA'), (158, 164, 'INSTITUT'), (275, 281, 'INSTITUT'), (428, 437, 'INSTITUT'), (84, 113, 'INSTITUT'), (226, 230, 'INSTITUT')]"
45," Certifications Microsoft - MCSA Web Applications - MCSD App Builder - Developing ASP.NET MVC Web Applications - Programming in HTML5 with JavaScript and CSS3 - Web Applications Development with Microsoft .NET Framework 4 - Microsoft SharePoint 2010, Application Development - Microsoft Office SharePoint Server 2007 Development ","[(277, 328, 'DIPLOMA'), (224, 274, 'DIPLOMA'), (161, 221, 'DIPLOMA'), (113, 158, 'DIPLOMA'), (71, 110, 'DIPLOMA'), (52, 68, 'DIPLOMA'), (28, 49, 'DIPLOMA'), (16, 25, 'INSTITUT')]"
46," CERTIFICATIONS ET COMPETENCES TECHNIQUES Cisco Certified Network Professional Routing Switching CCNP R S Cisco Certified Network Associate Routing Switching CCNA R S Cisco Certified Network Associate Security CCNA Security Microsoft Certified Solutions Associate Microsoft Certified Solutions Expert MCSA MCSE Microsoft Office Specialist Microsoft Certified Professional MOS MCP Microsoft Certified Trainer MCT Microsoft Certified Technology Specialist Microsoft Exchange Azure MCTS MX Azure VMware Certified Associate VMware Certified Professional 6.0 Data Center Virtualization VCA VCP DCV VMware Certified Associate Network Virtualization VCA NV Red Hat Certified System Administrator RHCSA Network Security Professional NSE4 Comptia A+, Server+, Network+ Comptia A+, S+, N+ Information Technology Infrastructure Library 4 ITIL 4 ","[(42, 105, 'DIPLOMA'), (106, 166, 'DIPLOMA'), (167, 223, 'DIPLOMA'), (224, 310, 'DIPLOMA'), (311, 379, 'DIPLOMA'), (380, 411, 'DIPLOMA'), (412, 492, 'DIPLOMA'), (493, 519, 'DIPLOMA'), (520, 592, 'DIPLOMA'), (593, 649, 'DIPLOMA'), (650, 694, 'DIPLOMA'), (695, 729, 'DIPLOMA'), (779, 833, 'DIPLOMA')]"
47,Certifications Certification Project Management Professional PMBok 5 Certification PECB ISO 27001 Provisional Implementer pour la mise en uvre d un système de Management de la Sécurité de l Information conforme à l ISO 27001,"[(15, 68, 'DIPLOMA'), (69, 121, 'DIPLOMA')]"
48,Certification - Certifié ISTQB Foundation Level,"[(25, 47, 'DIPLOMA')]"
49,"Certifications formation ISTQB certified Tester, foundation Level version 2018 Scrum Master accredited certification DALF Diplôme Approfondi en Langue Française / DELF","[(15, 65, 'DIPLOMA'), (79, 121, 'DIPLOMA'), (122, 167, 'DIPLOMA'), (74, 78, 'DATE')]"
50,CERTIFICATIONS Scrum Master Certified Certification. 70-486 Developing ASP.NET MVC WebApplications. 70-480 Programming in HTML with JavaScript and CSS3.,"[(15, 51, 'DIPLOMA'), (60, 98, 'DIPLOMA'), (107, 151, 'DIPLOMA')]"
51,CERTIFICATIONS 09-2018 Salesforce	Certified	Administrator 12-2018 Salesforce	Certified	Platform	App	Builder 04-2019 Salesforce	Certified	Sales	Cloud	Consultant,"[(15, 22, 'DATE'), (58, 65, 'DATE'), (108, 115, 'DATE'), (23, 57, 'DIPLOMA'), (66, 107, 'DIPLOMA'), (116, 159, 'DIPLOMA')]"
52,Certifications / Formation Mar s 2017 Certification ITIL v3 Foundation EXIN Licence 5952616.20642149 Juil let 2016 Certification Agile Scrum Master EXIN N EXN5748803 . Déc embre 2013 Certification Project Management Professional PMP v5. Janvier 2012 SCBCD5/OCP Java Business Component Developer EJB3 Score 100 . Mars 2010 Sun Certified Programmer for the Java Enterprise Edition 5. Apr il 2009 ETL Talend Open Studio 3.0 certification. http //www.talend.com/certification/ token 157QmJUzqjEzUZsDN5m7IgzWw,"[(27, 37, 'DATE'), (101, 114, 'DATE'), (237, 249, 'DATE'), (382, 393, 'DATE'), (168, 182, 'DATE'), (312, 321, 'DATE'), (38, 70, 'DIPLOMA'), (115, 147, 'DIPLOMA'), (183, 235, 'DIPLOMA'), (250, 299, 'DIPLOMA'), (322, 380, 'DIPLOMA'), (394, 434, 'DIPLOMA')]"
53,Certification Salesforce ADM 201,"[(14, 32, 'DIPLOMA')]"
54,entreprises Organisme Universié Mohammed V de Rabat Année 2014/2015 Certification LICENSE EN SCIENCE MATHÉMATIQUE ET INFORMATIQUE,"[(22, 42, 'INSTITUT'), (46, 51, 'LOC'), (58, 67, 'DATE'), (82, 129, 'DIPLOMA')]"
55,Certifications Cobit5 Foundation Gouvernance des systèmes d information ITIL v3 Foundation Management des services informatiques Prince 2 F/ P Gestion de projet niveau foundation et practitioner OCP JAVA SE 6 Oracle certified professional JAVA SE 6 OCE JAVA EE 6 Oracle certified Expert Web Component JAVA EE plateform Scrum Master Méthode Agile Scrum de gestion de projet,"[(319, 372, 'DIPLOMA'), (15, 71, 'DIPLOMA'), (72, 128, 'DIPLOMA'), (129, 194, 'DIPLOMA'), (195, 248, 'DIPLOMA'), (249, 318, 'DIPLOMA')]"
56,"Certification 2019 SCRUM MASTER ACCREDITED CERTIFICATION. 2011 Certificat de Microsoft en SQL Server 2008, Implémentation et Maintenance. Certificat de Microsoft Spécialiste en Technologie MCTS .","[(14, 18, 'DATE'), (58, 62, 'DATE'), (19, 56, 'DIPLOMA'), (63, 105, 'DIPLOMA'), (138, 193, 'DIPLOMA')]"
57,"Certifications Oracle Certified Professional, Java EE 5 Web Services Developer OCPJWSD Oracle Certified Web Component Developer OCWCD Oracle Certified Java Programmer OCJP","[(15, 86, 'DIPLOMA'), (87, 133, 'DIPLOMA'), (134, 171, 'DIPLOMA')]"
58,Certifié ISTQB,"[(9, 14, 'DIPLOMA')]"
59,"Certification on ITIL Foundation in IT Service Management, by Axelos Global Best Practice . 09/2017 Certification on Professional Scrum Master PSM , by Scrum.org 12/2016 Certification on Project Management Professional PMP , by Project Management Institute PMI . 10/2015 Certification of completion on Project Management Education, by Kaizen Soft Skills .","[(263, 270, 'DATE'), (92, 99, 'DATE'), (162, 169, 'DATE'), (17, 57, 'DIPLOMA'), (117, 146, 'DIPLOMA'), (170, 222, 'DIPLOMA'), (271, 330, 'DIPLOMA'), (152, 161, 'INSTITUT'), (228, 260, 'INSTITUT'), (335, 353, 'INSTITUT'), (62, 89, 'INSTITUT')]"
60,"Licences et certifications Oracle Certified associate, Java SE 8 Programmer","[(27, 75, 'DIPLOMA')]"
